wavelength, flux
   240, 0.000e+00
   260, 0.000e+00
   280, 0.000e+00
   300, 0.000e+00
   320, 0.000e+00
   340, 0.000e+00
   360, 0.000e+00
   380, 0.000e+00
   400, 0.000e+00
   420, 0.000e+00
   440, 0.000e+00
   460, 0.000e+00
   480, 0.000e+00
   500, 0.000e+00
   520, 0.000e+00
   540, 0.000e+00
   560, 0.000e+00
   580, 0.000e+00
   600, 0.000e+00
   620, 0.000e+00
   640, 0.000e+00
   660, 0.000e+00
   680, 0.000e+00
   700, 0.000e+00
   720, 0.000e+00
   740, 0.000e+00
   760, 0.000e+00
   780, 0.000e+00
   800, 0.000e+00
   820, 0.000e+00
   840, 0.000e+00
   860, 0.000e+00
   880, 0.000e+00
   900, 0.000e+00
   920, 0.000e+00
   940, 0.000e+00
   960, 0.000e+00
   980, 0.000e+00
  1000, 0.000e+00
  1020, 0.000e+00
  1040, 0.000e+00
  1060, 0.000e+00
  1080, 0.000e+00
  1100, 0.000e+00
  1120, 4.027e-09
  1140, 3.991e-09
  1160, 4.027e-09
  1180, 2.565e-09
  1200, 9.142e-10
  1220, 3.229e-10
  1240, 2.361e-09
  1260, 5.559e-09
  1280, 8.650e-09
  1300, 9.058e-09
  1320, 9.226e-09
  1340, 1.040e-08
  1360, 1.050e-08
  1380, 1.021e-08
  1400, 1.239e-08
  1420, 1.334e-08
  1440, 1.334e-08
  1460, 1.462e-08
  1480, 1.297e-08
  1500, 1.589e-08
  1520, 1.449e-08
  1540, 1.517e-08
  1560, 1.462e-08
  1580, 1.531e-08
  1600, 1.422e-08
  1620, 1.321e-08
  1640, 1.239e-08
  1660, 1.239e-08
  1680, 1.274e-08
  1700, 1.274e-08
  1720, 1.205e-08
  1740, 1.262e-08
  1760, 1.239e-08
  1780, 1.262e-08
  1800, 1.239e-08
  1820, 1.162e-08
  1840, 1.140e-08
  1860, 1.162e-08
  1880, 1.140e-08
  1900, 1.120e-08
  1920, 1.120e-08
  1940, 1.099e-08
  1960, 1.069e-08
  1980, 1.021e-08
  2000, 9.751e-09
  2020, 9.398e-09
  2040, 9.398e-09
  2060, 8.975e-09
  2080, 9.142e-09
  2100, 8.893e-09
  2120, 8.811e-09
  2140, 8.036e-09
  2160, 8.185e-09
  2180, 7.962e-09
  2200, 8.036e-09
  2220, 7.674e-09
  2240, 7.465e-09
  2260, 7.397e-09
  2280, 7.534e-09
  2300, 7.465e-09
  2320, 7.129e-09
  2340, 6.808e-09
  2360, 6.562e-09
  2380, 6.325e-09
  2400, 6.209e-09
  2420, 6.442e-09
  2440, 6.684e-09
  2460, 6.871e-09
  2480, 6.562e-09
  2500, 6.808e-09
  2520, 6.383e-09
  2540, 5.985e-09
  2560, 6.623e-09
  2580, 6.808e-09
  2600, 6.383e-09
  2620, 6.267e-09
  2640, 6.746e-09
  2660, 6.746e-09
  2680, 6.746e-09
  2700, 6.623e-09
  2720, 6.623e-09
  2740, 6.325e-09
  2760, 6.267e-09
  2780, 6.040e-09
  2800, 5.821e-09
  2820, 6.267e-09
  2840, 6.502e-09
  2860, 6.209e-09
  2880, 6.096e-09
  2900, 6.267e-09
  2920, 6.442e-09
  2940, 6.209e-09
  2960, 6.267e-09
  2980, 6.267e-09
  3000, 6.325e-09
  3020, 6.442e-09
  3040, 6.442e-09
  3060, 6.267e-09
  3080, 6.383e-09
  3100, 6.383e-09
  3120, 6.325e-09
  3140, 6.325e-09
  3160, 6.383e-09
  3180, 6.325e-09
  3200, 6.325e-09
  3220, 6.325e-09
  3240, 6.209e-09
