wavelength, flux
   240, 0.000e+00
   260, 0.000e+00
   280, 0.000e+00
   300, 0.000e+00
   320, 0.000e+00
   340, 0.000e+00
   360, 0.000e+00
   380, 0.000e+00
   400, 0.000e+00
   420, 0.000e+00
   440, 0.000e+00
   460, 0.000e+00
   480, 0.000e+00
   500, 0.000e+00
   520, 0.000e+00
   540, 0.000e+00
   560, 0.000e+00
   580, 0.000e+00
   600, 0.000e+00
   620, 0.000e+00
   640, 0.000e+00
   660, 0.000e+00
   680, 0.000e+00
   700, 0.000e+00
   720, 0.000e+00
   740, 0.000e+00
   760, 0.000e+00
   780, 0.000e+00
   800, 0.000e+00
   820, 0.000e+00
   840, 0.000e+00
   860, 0.000e+00
   880, 0.000e+00
   900, 0.000e+00
   920, 0.000e+00
   940, 0.000e+00
   960, 0.000e+00
   980, 0.000e+00
  1000, 0.000e+00
  1020, 0.000e+00
  1040, 0.000e+00
  1060, 0.000e+00
  1080, 0.000e+00
  1100, 0.000e+00
  1120, 1.889e-17
  1140, 2.627e-17
  1160, 4.076e-17
  1180, 5.632e-17
  1200, 7.632e-17
  1220, 1.127e-16
  1240, 2.378e-16
  1260, 4.114e-16
  1280, 5.559e-16
  1300, 7.431e-16
  1320, 9.611e-16
  1340, 1.215e-15
  1360, 1.536e-15
  1380, 1.953e-15
  1400, 2.507e-15
  1420, 3.145e-15
  1440, 3.929e-15
  1460, 4.969e-15
  1480, 6.107e-15
  1500, 7.681e-15
  1520, 2.244e-14
  1540, 3.463e-14
  1560, 3.434e-14
  1580, 4.544e-14
  1600, 5.694e-14
  1620, 6.653e-14
  1640, 7.356e-14
  1660, 7.674e-14
  1680, 1.967e-12
  1700, 2.928e-12
  1720, 3.540e-12
  1740, 4.663e-12
  1760, 4.465e-12
  1780, 5.859e-12
  1800, 4.978e-12
  1820, 3.482e-12
  1840, 4.106e-12
  1860, 5.897e-12
  1880, 6.610e-12
  1900, 7.376e-12
  1920, 8.399e-12
  1940, 6.871e-12
  1960, 7.262e-12
  1980, 9.805e-12
  2000, 9.608e-12
  2020, 8.299e-12
  2040, 9.041e-12
  2060, 8.185e-12
  2080, 2.495e-11
  2100, 2.296e-11
  2120, 2.588e-11
  2140, 2.361e-11
  2160, 2.637e-11
  2180, 2.449e-11
  2200, 2.945e-11
  2220, 2.972e-11
  2240, 3.259e-11
  2260, 2.710e-11
  2280, 2.761e-11
  2300, 2.686e-11
  2320, 2.661e-11
  2340, 2.361e-11
  2360, 1.965e-11
  2380, 2.213e-11
  2400, 2.153e-11
  2420, 2.018e-11
  2440, 3.112e-11
  2460, 2.945e-11
  2480, 2.661e-11
  2500, 3.476e-11
  2520, 3.083e-11
  2540, 2.686e-11
  2560, 3.170e-11
  2580, 3.991e-11
  2600, 3.776e-11
  2620, 2.999e-11
  2640, 5.821e-11
  2660, 6.684e-11
  2680, 6.562e-11
  2700, 6.383e-11
  2720, 5.930e-11
  2740, 4.842e-11
  2760, 5.458e-11
  2780, 5.309e-11
  2800, 4.296e-11
  2820, 6.267e-11
  2840, 7.534e-11
  2860, 7.397e-11
  2880, 8.650e-11
  2900, 9.661e-11
  2920, 1.012e-10
  2940, 9.841e-11
  2960, 1.059e-10
  2980, 1.069e-10
  3000, 1.050e-10
  3020, 1.151e-10
  3040, 1.205e-10
  3060, 1.172e-10
  3080, 1.250e-10
  3100, 1.228e-10
  3120, 1.321e-10
  3140, 1.309e-10
  3160, 1.250e-10
  3180, 1.409e-10
  3200, 1.422e-10
  3220, 1.321e-10
  3240, 1.321e-10
