wavelength, flux
   240, 6.871e-11
   260, 4.540e-10
   280, 6.935e-09
   300, 5.715e-09
   320, 1.069e-06
   340, 1.945e-06
   360, 2.427e-06
   380, 1.436e-06
   400, 2.254e-06
   420, 2.427e-06
   440, 2.838e-06
   460, 2.972e-06
   480, 3.083e-06
   500, 5.768e-06
   520, 1.285e-05
   540, 1.216e-05
   560, 1.384e-05
   580, 1.422e-05
   600, 1.489e-05
   620, 1.589e-05
   640, 1.664e-05
   660, 1.694e-05
   680, 1.726e-05
   700, 1.710e-05
   720, 1.807e-05
   740, 1.928e-05
   760, 1.910e-05
   780, 1.928e-05
   800, 1.982e-05
   820, 1.945e-05
   840, 1.858e-05
   860, 1.875e-05
   880, 1.963e-05
   900, 2.838e-05
   920, 4.457e-05
   940, 9.485e-05
   960, 9.573e-05
   980, 8.415e-05
  1000, 8.492e-05
  1020, 9.226e-05
  1040, 9.485e-05
  1060, 8.571e-05
  1080, 8.811e-05
  1100, 8.730e-05
  1120, 8.261e-05
  1140, 7.745e-05
  1160, 7.604e-05
  1180, 6.999e-05
  1200, 6.684e-05
  1220, 4.978e-05
  1240, 8.337e-05
  1260, 1.002e-04
  1280, 1.089e-04
  1300, 1.021e-04
  1320, 1.040e-04
  1340, 9.226e-05
  1360, 9.485e-05
  1380, 8.261e-05
  1400, 6.096e-05
  1420, 8.893e-05
  1440, 7.674e-05
  1460, 7.534e-05
  1480, 7.817e-05
  1500, 7.604e-05
  1520, 7.889e-05
  1540, 5.309e-05
  1560, 5.070e-05
  1580, 5.663e-05
  1600, 5.768e-05
  1620, 4.256e-05
  1640, 4.179e-05
  1660, 4.842e-05
  1680, 4.667e-05
  1700, 5.309e-05
  1720, 4.710e-05
  1740, 4.335e-05
  1760, 5.117e-05
  1780, 5.165e-05
  1800, 5.070e-05
  1820, 4.540e-05
  1840, 4.540e-05
  1860, 4.217e-05
  1880, 4.140e-05
  1900, 4.027e-05
  1920, 3.846e-05
  1940, 3.606e-05
  1960, 3.606e-05
  1980, 3.508e-05
  2000, 3.476e-05
  2020, 3.289e-05
  2040, 3.083e-05
  2060, 2.945e-05
  2080, 2.918e-05
  2100, 2.864e-05
  2120, 2.812e-05
  2140, 2.661e-05
  2160, 2.637e-05
  2180, 2.565e-05
  2200, 2.495e-05
  2220, 2.472e-05
  2240, 2.427e-05
  2260, 2.361e-05
  2280, 2.213e-05
  2300, 2.193e-05
  2320, 2.275e-05
  2340, 2.234e-05
  2360, 2.193e-05
  2380, 2.133e-05
  2400, 2.094e-05
  2420, 2.153e-05
  2440, 2.114e-05
  2460, 2.056e-05
  2480, 1.982e-05
  2500, 1.982e-05
  2520, 1.928e-05
  2540, 1.875e-05
  2560, 1.841e-05
  2580, 1.791e-05
  2600, 1.742e-05
  2620, 1.742e-05
  2640, 1.679e-05
  2660, 1.633e-05
  2680, 1.603e-05
  2700, 1.603e-05
  2720, 1.574e-05
  2740, 1.545e-05
  2760, 1.503e-05
  2780, 1.436e-05
  2800, 1.384e-05
  2820, 1.409e-05
  2840, 1.396e-05
  2860, 1.358e-05
  2880, 1.334e-05
  2900, 1.309e-05
  2920, 1.274e-05
  2940, 1.228e-05
  2960, 1.205e-05
  2980, 1.172e-05
  3000, 1.151e-05
  3020, 1.109e-05
  3040, 1.069e-05
  3060, 1.079e-05
  3080, 1.089e-05
  3100, 1.069e-05
  3120, 1.089e-05
  3140, 1.059e-05
  3160, 1.040e-05
  3180, 1.021e-05
  3200, 1.002e-05
  3220, 1.002e-05
  3240, 9.841e-06
  3260, 9.661e-06
  3280, 9.485e-06
  3300, 9.312e-06
  3320, 9.142e-06
  3340, 8.975e-06
  3360, 8.975e-06
  3380, 8.811e-06
  3400, 8.650e-06
  3420, 8.492e-06
  3440, 8.337e-06
  3460, 8.185e-06
  3480, 8.036e-06
  3500, 7.889e-06
  3520, 7.745e-06
  3540, 7.604e-06
  3560, 7.465e-06
  3580, 7.262e-06
  3600, 7.129e-06
  3650, 6.808e-06
