wavelength, flux
   240, 1.297e-08
   260, 6.684e-08
   280, 1.089e-06
   300, 6.209e-07
   320, 2.945e-05
   340, 4.416e-05
   360, 4.416e-05
   380, 2.838e-05
   400, 3.639e-05
   420, 3.673e-05
   440, 3.882e-05
   460, 3.882e-05
   480, 3.846e-05
   500, 5.117e-05
   520, 7.674e-05
   540, 7.064e-05
   560, 7.534e-05
   580, 7.465e-05
   600, 7.397e-05
   620, 7.465e-05
   640, 7.604e-05
   660, 7.465e-05
   680, 7.329e-05
   700, 7.129e-05
   720, 7.262e-05
   740, 7.329e-05
   760, 6.935e-05
   780, 6.746e-05
   800, 6.746e-05
   820, 6.562e-05
   840, 6.209e-05
   860, 6.040e-05
   880, 6.040e-05
   900, 6.383e-05
   920, 7.064e-05
   940, 1.172e-04
   960, 1.358e-04
   980, 1.358e-04
  1000, 1.321e-04
  1020, 1.262e-04
  1040, 1.194e-04
  1060, 1.151e-04
  1080, 1.130e-04
  1100, 1.089e-04
  1120, 1.021e-04
  1140, 9.573e-05
  1160, 9.398e-05
  1180, 8.650e-05
  1200, 7.889e-05
  1220, 7.674e-05
  1240, 7.534e-05
  1260, 7.195e-05
  1280, 6.871e-05
  1300, 6.442e-05
  1320, 6.040e-05
  1340, 5.715e-05
  1360, 5.408e-05
  1380, 5.212e-05
  1400, 5.024e-05
  1420, 4.798e-05
  1440, 4.667e-05
  1460, 4.582e-05
  1480, 4.498e-05
  1500, 4.335e-05
  1520, 4.027e-05
  1540, 3.606e-05
  1560, 3.229e-05
  1580, 3.540e-05
  1600, 3.508e-05
  1620, 3.381e-05
  1640, 3.229e-05
  1660, 3.112e-05
  1680, 2.999e-05
  1700, 2.891e-05
  1720, 2.812e-05
  1740, 2.812e-05
  1760, 2.710e-05
  1780, 2.661e-05
  1800, 2.565e-05
  1820, 2.472e-05
  1840, 2.405e-05
  1860, 2.318e-05
  1880, 2.254e-05
  1900, 2.193e-05
  1920, 2.114e-05
  1940, 2.056e-05
  1960, 2.000e-05
  1980, 1.928e-05
  2000, 1.875e-05
  2020, 1.824e-05
  2040, 1.774e-05
  2060, 1.758e-05
  2080, 1.694e-05
  2100, 1.648e-05
  2120, 1.603e-05
  2140, 1.560e-05
  2160, 1.517e-05
  2180, 1.476e-05
  2200, 1.422e-05
  2220, 1.384e-05
  2240, 1.346e-05
  2260, 1.309e-05
  2280, 1.262e-05
  2300, 1.228e-05
  2320, 1.194e-05
  2340, 1.162e-05
  2360, 1.130e-05
  2380, 1.089e-05
  2400, 1.059e-05
  2420, 1.030e-05
  2440, 1.002e-05
  2460, 9.751e-06
  2480, 9.226e-06
  2500, 8.975e-06
  2520, 8.893e-06
  2540, 8.811e-06
  2560, 8.571e-06
  2580, 8.337e-06
  2600, 8.110e-06
  2620, 7.889e-06
  2640, 7.745e-06
  2660, 7.534e-06
  2680, 7.262e-06
  2700, 7.129e-06
  2720, 6.935e-06
  2740, 6.684e-06
  2760, 6.623e-06
  2780, 6.442e-06
  2800, 6.267e-06
  2820, 6.096e-06
  2840, 5.985e-06
  2860, 5.821e-06
  2880, 5.663e-06
  2900, 5.559e-06
  2920, 5.408e-06
  2940, 5.309e-06
  2960, 5.165e-06
  2980, 5.024e-06
  3000, 4.887e-06
  3020, 4.798e-06
  3040, 4.667e-06
  3060, 4.582e-06
  3080, 4.498e-06
  3100, 4.376e-06
  3120, 4.296e-06
  3140, 4.179e-06
  3160, 4.102e-06
  3180, 3.991e-06
  3200, 3.882e-06
  3220, 3.811e-06
  3240, 3.741e-06
  3260, 3.639e-06
  3280, 3.573e-06
  3300, 3.508e-06
  3320, 3.444e-06
  3340, 3.350e-06
  3360, 3.289e-06
  3380, 3.229e-06
  3400, 3.141e-06
  3420, 3.083e-06
  3440, 3.027e-06
  3460, 2.972e-06
  3480, 2.918e-06
  3500, 2.864e-06
  3520, 2.786e-06
  3540, 2.735e-06
  3560, 2.686e-06
  3580, 2.637e-06
  3600, 2.565e-06
  3650, 2.449e-06
  3700, 2.318e-06
  3750, 2.193e-06
  3800, 2.153e-06
  3850, 2.075e-06
  3900, 1.963e-06
  3950, 1.892e-06
  4000, 1.858e-06
  4050, 1.774e-06
  4100, 1.633e-06
  4150, 1.633e-06
  4200, 1.560e-06
  4250, 1.489e-06
  4300, 1.422e-06
  4350, 1.321e-06
  4400, 1.309e-06
  4450, 1.250e-06
  4500, 1.205e-06
  4550, 1.151e-06
  4600, 1.109e-06
  4650, 1.059e-06
  4700, 1.021e-06
  4750, 9.841e-07
  4800, 9.485e-07
  4850, 8.811e-07
  4900, 8.730e-07
  4950, 8.492e-07
  5000, 8.185e-07
  5050, 7.817e-07
  5100, 7.534e-07
  5150, 7.262e-07
  5200, 7.064e-07
  5250, 6.808e-07
  5300, 6.562e-07
  5350, 6.325e-07
  5400, 6.096e-07
  5450, 5.875e-07
  5500, 5.715e-07
  5550, 5.508e-07
  5600, 5.309e-07
  5650, 5.165e-07
  5700, 4.978e-07
  5750, 4.842e-07
  5800, 4.667e-07
  5850, 4.498e-07
  5900, 4.376e-07
  5950, 4.256e-07
  6000, 4.102e-07
  6050, 3.991e-07
  6100, 3.846e-07
  6150, 3.741e-07
  6200, 3.639e-07
  6250, 3.508e-07
  6300, 3.412e-07
  6350, 3.319e-07
  6400, 3.229e-07
