wavelength, flux
   240, 0.000e+00
   260, 0.000e+00
   280, 0.000e+00
   300, 0.000e+00
   320, 0.000e+00
   340, 0.000e+00
   360, 0.000e+00
   380, 0.000e+00
   400, 0.000e+00
   420, 0.000e+00
   440, 0.000e+00
   460, 0.000e+00
   480, 0.000e+00
   500, 0.000e+00
   520, 0.000e+00
   540, 0.000e+00
   560, 0.000e+00
   580, 0.000e+00
   600, 0.000e+00
   620, 0.000e+00
   640, 0.000e+00
   660, 0.000e+00
   680, 0.000e+00
   700, 0.000e+00
   720, 0.000e+00
   740, 0.000e+00
   760, 0.000e+00
   780, 0.000e+00
   800, 0.000e+00
   820, 0.000e+00
   840, 0.000e+00
   860, 0.000e+00
   880, 0.000e+00
   900, 0.000e+00
   920, 0.000e+00
   940, 0.000e+00
   960, 0.000e+00
   980, 0.000e+00
  1000, 0.000e+00
  1020, 0.000e+00
  1040, 0.000e+00
  1060, 0.000e+00
  1080, 0.000e+00
  1100, 0.000e+00
  1120, 3.566e-17
  1140, 4.969e-17
  1160, 7.724e-17
  1180, 1.070e-16
  1200, 1.452e-16
  1220, 2.143e-16
  1240, 4.412e-16
  1260, 7.548e-16
  1280, 1.020e-15
  1300, 1.366e-15
  1320, 1.768e-15
  1340, 2.236e-15
  1360, 2.831e-15
  1380, 3.605e-15
  1400, 4.634e-15
  1420, 5.827e-15
  1440, 7.295e-15
  1460, 9.243e-15
  1480, 1.138e-14
  1500, 1.434e-14
  1520, 4.556e-14
  1540, 7.182e-14
  1560, 7.169e-14
  1580, 9.433e-14
  1600, 1.187e-13
  1620, 1.396e-13
  1640, 1.552e-13
  1660, 1.630e-13
  1680, 3.907e-12
  1700, 5.827e-12
  1720, 7.090e-12
  1740, 9.372e-12
  1760, 8.958e-12
  1780, 1.186e-11
  1800, 1.014e-11
  1820, 7.122e-12
  1840, 8.284e-12
  1860, 1.184e-11
  1880, 1.330e-11
  1900, 1.491e-11
  1920, 1.709e-11
  1940, 1.398e-11
  1960, 1.465e-11
  1980, 2.018e-11
  2000, 1.993e-11
  2020, 1.720e-11
  2040, 1.882e-11
  2060, 1.721e-11
  2080, 2.056e-11
  2100, 2.094e-11
  2120, 2.193e-11
  2140, 2.296e-11
  2160, 2.318e-11
  2180, 2.518e-11
  2200, 2.918e-11
  2220, 2.864e-11
  2240, 2.864e-11
  2260, 2.999e-11
  2280, 2.588e-11
  2300, 2.918e-11
  2320, 2.838e-11
  2340, 2.472e-11
  2360, 2.075e-11
  2380, 1.971e-11
  2400, 1.457e-11
  2420, 2.094e-11
  2440, 2.786e-11
  2460, 2.761e-11
  2480, 2.710e-11
  2500, 2.612e-11
  2520, 2.114e-11
  2540, 1.732e-11
  2560, 2.661e-11
  2580, 3.639e-11
  2600, 3.381e-11
  2620, 2.864e-11
  2640, 4.624e-11
  2660, 6.808e-11
  2680, 6.152e-11
  2700, 6.209e-11
  2720, 5.985e-11
  2740, 4.582e-11
  2760, 4.376e-11
  2780, 5.261e-11
  2800, 1.872e-11
  2820, 5.117e-11
  2840, 6.502e-11
  2860, 6.040e-11
  2880, 6.623e-11
  2900, 8.650e-11
  2920, 8.571e-11
  2940, 8.571e-11
  2960, 8.261e-11
  2980, 8.492e-11
  3000, 8.650e-11
  3020, 8.811e-11
  3040, 9.573e-11
  3060, 9.398e-11
  3080, 9.573e-11
  3100, 9.661e-11
  3120, 9.932e-11
  3140, 1.002e-10
  3160, 1.021e-10
  3180, 9.841e-11
  3200, 1.059e-10
  3220, 1.050e-10
  3240, 1.069e-10
