wavelength, flux
          229.,          0.
          234.,          0.
          243.,          0.
          252.,          0.
          256.,          0.
          260.,          0.
          266.,          0.
          275.,          0.
          283.,          0.
          293.,          0.
          301.,          0.
          309.,          0.
          325.,          0.
          342.,          0.
          351.,          0.
          356.,          0.
          365.,          0.
          375.,          0.
          384.,          0.
          400.,          0.
          415.,          0.
          425.,          0.
          445.,          0.
          472.,          0.
          494.,          0.
          506.,          0.
          516.,          0.
          540.,          0.
          564.,          0.
          587.,          0.
          612.,          0.
          640.,          0.
          671.,          0.
          705.,          0.
          736.,          0.
          770.,          0.
          810.,          0.
          850.,          0.
          890.,          0.
          920.,   3.926E-21
          940.,   1.327E-20
          962.,   2.824E-20
          987.,   6.336E-20
         1012.,   1.290E-19
         1037.,   2.427E-19
         1062.,   4.698E-19
         1087.,   8.742E-19
         1112.,   1.431E-17
         1120.,   1.761E-17
         1140.,   2.548E-17
         1160.,   4.027E-17
         1180.,   5.814E-17
         1200.,   8.174E-17
         1220.,   1.208E-16
         1240.,   1.842E-16
         1260.,   2.647E-16
         1280.,   3.624E-16
         1300.,   5.014E-16
         1320.,   6.657E-16
         1340.,   8.587E-16
         1360.,   1.116E-15
         1380.,   1.473E-15
         1400.,   1.941E-15
         1420.,   2.528E-15
         1440.,   3.286E-15
         1460.,   4.282E-15
         1480.,   5.472E-15
         1500.,   7.095E-15
         1520.,   5.772E-14
         1540.,   1.038E-13
         1560.,   1.080E-13
         1580.,   1.381E-13
         1600.,   1.789E-13
         1620.,   2.198E-13
         1640.,   2.559E-13
         1660.,   2.800E-13
         1680.,   3.600E-12
         1700.,   5.489E-12
         1720.,   6.852E-12
         1740.,   9.031E-12
         1760.,   8.899E-12
         1780.,   1.233E-11
         1800.,   1.168E-11
         1820.,   9.488E-12
         1840.,   9.878E-12
         1860.,   1.271E-11
         1880.,   1.466E-11
         1900.,   1.710E-11
         1920.,   2.045E-11
         1940.,   1.814E-11
         1960.,   1.832E-11
         1980.,   2.588E-11
         2000.,   2.717E-11
         2002.,   2.869E-11
         2005.,   3.561E-11
         2008.,   3.803E-11
         2010.,   3.930E-11
         2012.,   3.961E-11
         2015.,   3.977E-11
         2018.,   3.911E-11
         2020.,   3.888E-11
         2022.,   3.899E-11
         2025.,   3.898E-11
         2027.,   3.896E-11
         2030.,   4.061E-11
         2032.,   4.316E-11
         2035.,   4.743E-11
         2038.,   5.021E-11
         2040.,   5.200E-11
         2042.,   5.320E-11
         2045.,   5.388E-11
         2048.,   5.493E-11
         2050.,   5.573E-11
         2052.,   5.595E-11
         2055.,   5.598E-11
         2058.,   5.535E-11
         2060.,   5.622E-11
         2062.,   5.798E-11
         2065.,   6.132E-11
         2067.,   6.466E-11
         2070.,   6.611E-11
         2072.,   6.798E-11
         2075.,   7.075E-11
         2077.,   7.438E-11
         2080.,   7.840E-11
         2082.,   8.356E-11
         2085.,   8.946E-11
         2088.,   8.907E-11
         2090.,   8.963E-11
         2092.,   9.164E-11
         2095.,   9.313E-11
         2098.,   9.348E-11
         2100.,   9.384E-11
         2102.,   9.240E-11
         2105.,   1.018E-10
         2107.,   9.841E-11
         2110.,   9.616E-11
         2112.,   1.037E-10
         2115.,   1.147E-10
         2118.,   1.305E-10
         2120.,   1.280E-10
         2122.,   1.016E-10
         2125.,   9.254E-11
         2128.,   1.063E-10
         2130.,   1.099E-10
         2133.,   1.066E-10
         2135.,   1.087E-10
         2138.,   1.142E-10
         2140.,   1.273E-10
         2142.,   1.471E-10
         2145.,   1.489E-10
         2147.,   1.364E-10
         2150.,   1.337E-10
         2153.,   1.377E-10
         2155.,   1.315E-10
         2157.,   1.140E-10
         2160.,   1.168E-10
         2162.,   1.290E-10
         2165.,   1.166E-10
         2168.,   1.045E-10
         2170.,   1.126E-10
         2173.,   1.181E-10
         2175.,   1.141E-10
         2177.,   1.290E-10
         2180.,   1.613E-10
         2182.,   1.702E-10
         2185.,   1.508E-10
         2187.,   1.355E-10
         2190.,   1.448E-10
         2193.,   1.629E-10
         2195.,   1.656E-10
         2198.,   1.631E-10
         2200.,   1.680E-10
         2202.,   1.813E-10
         2205.,   1.749E-10
         2208.,   1.388E-10
         2210.,   1.185E-10
         2213.,   1.284E-10
         2215.,   1.320E-10
         2218.,   1.344E-10
         2220.,   1.590E-10
         2222.,   1.737E-10
         2225.,   1.674E-10
         2227.,   1.658E-10
         2230.,   1.821E-10
         2233.,   2.189E-10
         2235.,   2.383E-10
         2237.,   2.200E-10
         2240.,   1.989E-10
         2242.,   1.838E-10
         2245.,   1.888E-10
         2248.,   2.025E-10
         2250.,   1.928E-10
         2253.,   1.786E-10
         2255.,   1.716E-10
         2257.,   1.672E-10
         2260.,   1.613E-10
         2262.,   1.481E-10
         2265.,   1.287E-10
         2267.,   1.135E-10
         2270.,   1.101E-10
         2273.,   1.172E-10
         2275.,   1.288E-10
         2277.,   1.437E-10
         2280.,   1.671E-10
         2282.,   1.837E-10
         2285.,   1.779E-10
         2288.,   1.622E-10
         2290.,   1.552E-10
         2293.,   1.614E-10
         2295.,   1.628E-10
         2298.,   1.446E-10
         2300.,   1.363E-10
         2302.,   1.556E-10
         2305.,   1.892E-10
         2307.,   1.953E-10
         2310.,   1.570E-10
         2313.,   1.411E-10
         2315.,   1.651E-10
         2317.,   1.706E-10
         2320.,   1.632E-10
         2322.,   1.787E-10
         2325.,   1.777E-10
         2327.,   1.628E-10
         2330.,   1.547E-10
         2333.,   1.474E-10
         2335.,   1.490E-10
         2337.,   1.388E-10
         2340.,   1.316E-10
         2342.,   1.225E-10
         2345.,   1.097E-10
         2347.,   1.229E-10
         2350.,   1.562E-10
         2353.,   1.788E-10
         2355.,   1.824E-10
         2357.,   1.705E-10
         2360.,   1.520E-10
         2362.,   1.498E-10
         2365.,   1.475E-10
         2368.,   1.517E-10
         2370.,   1.721E-10
         2373.,   1.692E-10
         2375.,   1.600E-10
         2377.,   1.563E-10
         2380.,   1.284E-10
         2383.,   1.132E-10
         2385.,   1.305E-10
         2387.,   1.442E-10
         2390.,   1.577E-10
         2393.,   1.581E-10
         2395.,   1.339E-10
         2397.,   1.265E-10
         2400.,   1.394E-10
         2403.,   1.429E-10
         2405.,   1.189E-10
         2407.,   1.266E-10
         2410.,   1.253E-10
         2413.,   1.276E-10
         2415.,   1.566E-10
         2417.,   1.908E-10
         2420.,   2.177E-10
         2423.,   2.223E-10
         2425.,   2.155E-10
         2427.,   2.254E-10
         2430.,   2.188E-10
         2433.,   2.055E-10
         2435.,   1.917E-10
         2437.,   1.949E-10
         2440.,   2.050E-10
         2443.,   2.113E-10
         2445.,   1.955E-10
         2448.,   1.737E-10
         2450.,   1.585E-10
         2452.,   1.513E-10
         2455.,   1.540E-10
         2457.,   1.600E-10
         2460.,   1.528E-10
         2463.,   1.426E-10
         2465.,   1.537E-10
         2467.,   1.684E-10
         2470.,   1.734E-10
         2473.,   1.729E-10
         2475.,   1.818E-10
         2477.,   1.721E-10
         2480.,   1.588E-10
         2483.,   1.418E-10
         2485.,   1.387E-10
         2487.,   1.336E-10
         2490.,   1.171E-10
         2493.,   1.524E-10
         2495.,   1.959E-10
         2497.,   2.032E-10
         2500.,   1.921E-10
         2502.,   1.877E-10
         2505.,   1.719E-10
         2507.,   1.673E-10
         2510.,   1.749E-10
         2513.,   1.514E-10
         2515.,   1.262E-10
         2518.,   1.259E-10
         2520.,   1.372E-10
         2522.,   1.311E-10
         2525.,   1.318E-10
         2527.,   1.293E-10
         2530.,   1.417E-10
         2532.,   1.659E-10
         2535.,   1.668E-10
         2538.,   1.672E-10
         2540.,   1.739E-10
         2542.,   1.833E-10
         2545.,   1.875E-10
         2548.,   1.761E-10
         2550.,   1.960E-10
         2552.,   2.468E-10
         2555.,   2.586E-10
         2558.,   2.618E-10
         2560.,   2.753E-10
         2562.,   2.524E-10
         2565.,   2.830E-10
         2567.,   3.521E-10
         2570.,   3.929E-10
         2573.,   3.966E-10
         2575.,   3.230E-10
         2577.,   3.381E-10
         2580.,   4.508E-10
         2582.,   4.255E-10
         2585.,   3.081E-10
         2587.,   3.480E-10
         2590.,   4.307E-10
         2593.,   3.579E-10
         2595.,   3.117E-10
         2598.,   2.470E-10
         2600.,   2.277E-10
         2602.,   3.091E-10
         2605.,   2.801E-10
         2607.,   2.453E-10
         2610.,   2.593E-10
         2612.,   2.273E-10
         2615.,   2.689E-10
         2618.,   3.131E-10
         2620.,   3.370E-10
         2622.,   3.568E-10
         2625.,   3.363E-10
         2627.,   2.904E-10
         2630.,   2.600E-10
         2633.,   3.049E-10
         2635.,   4.528E-10
         2638.,   6.240E-10
         2640.,   7.349E-10
         2642.,   7.906E-10
         2645.,   7.982E-10
         2647.,   6.607E-10
         2650.,   5.945E-10
         2652.,   6.959E-10
         2655.,   8.084E-10
         2657.,   8.007E-10
         2660.,   7.433E-10
         2662.,   6.840E-10
         2665.,   6.870E-10
         2667.,   6.989E-10
         2670.,   6.970E-10
         2673.,   7.022E-10
         2675.,   7.780E-10
         2677.,   7.131E-10
         2680.,   6.878E-10
         2682.,   7.065E-10
         2685.,   7.141E-10
         2687.,   6.813E-10
         2690.,   6.459E-10
         2692.,   6.810E-10
         2695.,   6.402E-10
         2698.,   6.686E-10
         2700.,   7.734E-10
         2702.,   8.121E-10
         2705.,   8.117E-10
         2707.,   7.491E-10
         2710.,   7.211E-10
         2713.,   7.153E-10
         2715.,   6.478E-10
         2718.,   5.311E-10
         2720.,   4.412E-10
         2722.,   5.013E-10
         2725.,   5.484E-10
         2727.,   6.490E-10
         2730.,   7.333E-10
         2732.,   6.398E-10
         2735.,   5.270E-10
         2737.,   4.435E-10
         2740.,   3.891E-10
         2742.,   3.621E-10
         2745.,   3.717E-10
         2747.,   3.566E-10
         2750.,   4.088E-10
         2753.,   5.026E-10
         2755.,   4.625E-10
         2758.,   5.924E-10
         2760.,   6.896E-10
         2762.,   6.717E-10
         2765.,   7.221E-10
         2767.,   6.848E-10
         2770.,   6.813E-10
         2772.,   7.249E-10
         2775.,   6.820E-10
         2778.,   5.634E-10
         2780.,   4.830E-10
         2782.,   4.693E-10
         2785.,   4.727E-10
         2787.,   4.217E-10
         2790.,   3.240E-10
         2793.,   2.546E-10
         2795.,   2.263E-10
         2798.,   2.120E-10
         2800.,   2.190E-10
         2802.,   2.323E-10
         2805.,   2.689E-10
         2807.,   3.688E-10
         2810.,   4.546E-10
         2812.,   5.345E-10
         2815.,   6.310E-10
         2817.,   6.921E-10
         2820.,   7.530E-10
         2823.,   8.010E-10
         2825.,   8.228E-10
         2827.,   8.251E-10
         2830.,   8.992E-10
         2833.,   9.108E-10
         2835.,   8.472E-10
         2838.,   8.490E-10
         2840.,   8.830E-10
         2842.,   7.908E-10
         2845.,   6.894E-10
         2847.,   5.134E-10
         2850.,   3.030E-10
         2852.,   2.570E-10
         2855.,   3.969E-10
         2858.,   6.102E-10
         2860.,   8.275E-10
         2862.,   9.283E-10
         2865.,   9.583E-10
         2867.,   9.071E-10
         2870.,   9.621E-10
         2873.,    1.068E-9
         2875.,   9.813E-10
         2878.,   8.632E-10
         2880.,   6.131E-10
         2883.,   6.553E-10
         2885.,   9.858E-10
         2887.,    1.088E-9
         2890.,    1.085E-9
         2892.,    1.122E-9
         2895.,    1.267E-9
         2898.,    1.437E-9
         2900.,    1.587E-9
         2903.,    1.664E-9
         2905.,    1.657E-9
         2907.,    1.546E-9
         2910.,    1.555E-9
         2913.,    1.616E-9
         2915.,    1.500E-9
         2918.,    1.462E-9
         2920.,    1.489E-9
         2923.,    1.378E-9
         2925.,    1.249E-9
         2927.,    1.277E-9
         2930.,    1.518E-9
         2932.,    1.635E-9
         2935.,    1.458E-9
